dataset,split_name,position,img_id,img_name
visdrone,V_gtfree_active_minical_40,0,1,0000001_03499_d_0000006.jpg
visdrone,V_gtfree_active_minical_40,1,9,0000021_00000_d_0000001.jpg
visdrone,V_gtfree_active_minical_40,2,12,0000022_00000_d_0000004.jpg
visdrone,V_gtfree_active_minical_40,3,18,0000023_00868_d_0000010.jpg
visdrone,V_gtfree_active_minical_40,4,22,0000024_01000_d_0000014.jpg
visdrone,V_gtfree_active_minical_40,5,33,0000026_04500_d_0000033.jpg
visdrone,V_gtfree_active_minical_40,6,36,0000055_00714_d_0000110.jpg
visdrone,V_gtfree_active_minical_40,7,43,0000069_02480_d_0000007.jpg
visdrone,V_gtfree_active_minical_40,8,44,0000072_02834_d_0000003.jpg
visdrone,V_gtfree_active_minical_40,9,45,0000076_02142_d_0000009.jpg
visdrone,V_gtfree_active_minical_40,10,46,0000081_00000_d_0000001.jpg
visdrone,V_gtfree_active_minical_40,11,51,0000086_01954_d_0000005.jpg
visdrone,V_gtfree_active_minical_40,12,55,0000103_02544_d_0000029.jpg
visdrone,V_gtfree_active_minical_40,13,63,0000115_00796_d_0000081.jpg
visdrone,V_gtfree_active_minical_40,14,68,0000116_01338_d_0000086.jpg
visdrone,V_gtfree_active_minical_40,15,69,0000117_00112_d_0000087.jpg
visdrone,V_gtfree_active_minical_40,16,74,0000129_02411_d_0000138.jpg
visdrone,V_gtfree_active_minical_40,17,75,0000153_00001_d_0000001.jpg
visdrone,V_gtfree_active_minical_40,18,84,0000154_01201_d_0000001.jpg
visdrone,V_gtfree_active_minical_40,19,92,0000155_01871_d_0000001.jpg
visdrone,V_gtfree_active_minical_40,20,96,0000162_01058_d_0000001.jpg
visdrone,V_gtfree_active_minical_40,21,98,0000163_00359_d_0000001.jpg
visdrone,V_gtfree_active_minical_40,22,99,0000165_04325_d_0000105.jpg
visdrone,V_gtfree_active_minical_40,23,100,0000166_00558_d_0000118.jpg
visdrone,V_gtfree_active_minical_40,24,103,0000193_01705_d_0000112.jpg
visdrone,V_gtfree_active_minical_40,25,110,0000194_00000_d_0000119.jpg
visdrone,V_gtfree_active_minical_40,26,117,0000196_04512_d_0000144.jpg
visdrone,V_gtfree_active_minical_40,27,118,0000199_01269_d_0000166.jpg
visdrone,V_gtfree_active_minical_40,28,120,0000213_02965_d_0000241.jpg
visdrone,V_gtfree_active_minical_40,29,127,0000215_00000_d_0000256.jpg
visdrone,V_gtfree_active_minical_40,30,136,0000216_00520_d_0000001.jpg
visdrone,V_gtfree_active_minical_40,31,137,0000220_01242_d_0000004.jpg
visdrone,V_gtfree_active_minical_40,32,138,0000223_01802_d_0000005.jpg
visdrone,V_gtfree_active_minical_40,33,139,0000237_00001_d_0000001.jpg
visdrone,V_gtfree_active_minical_40,34,148,0000242_02400_d_0000009.jpg
visdrone,V_gtfree_active_minical_40,35,160,0000244_01000_d_0000003.jpg
visdrone,V_gtfree_active_minical_40,36,176,0000249_01514_d_0000005.jpg
visdrone,V_gtfree_active_minical_40,37,183,0000253_00001_d_0000001.jpg
visdrone,V_gtfree_active_minical_40,38,184,0000256_00715_d_0000019.jpg
visdrone,V_gtfree_active_minical_40,39,186,0000263_02401_d_0000179.jpg
