dataset,split_name,position,img_id,img_name
visdrone,V_active_budget_m3_safe80,0,1,0000001_03499_d_0000006.jpg
visdrone,V_active_budget_m3_safe80,1,10,0000021_00500_d_0000002.jpg
visdrone,V_active_budget_m3_safe80,2,12,0000022_00000_d_0000004.jpg
visdrone,V_active_budget_m3_safe80,3,16,0000023_00000_d_0000008.jpg
visdrone,V_active_budget_m3_safe80,4,22,0000024_01000_d_0000014.jpg
visdrone,V_active_budget_m3_safe80,5,34,0000026_04978_d_0000034.jpg
visdrone,V_active_budget_m3_safe80,6,36,0000055_00714_d_0000110.jpg
visdrone,V_active_budget_m3_safe80,7,43,0000069_02480_d_0000007.jpg
visdrone,V_active_budget_m3_safe80,8,44,0000072_02834_d_0000003.jpg
visdrone,V_active_budget_m3_safe80,9,45,0000076_02142_d_0000009.jpg
visdrone,V_active_budget_m3_safe80,10,46,0000081_00000_d_0000001.jpg
visdrone,V_active_budget_m3_safe80,11,51,0000086_01954_d_0000005.jpg
visdrone,V_active_budget_m3_safe80,12,60,0000103_04513_d_0000034.jpg
visdrone,V_active_budget_m3_safe80,13,62,0000115_00315_d_0000080.jpg
visdrone,V_active_budget_m3_safe80,14,68,0000116_01338_d_0000086.jpg
visdrone,V_active_budget_m3_safe80,15,69,0000117_00112_d_0000087.jpg
visdrone,V_active_budget_m3_safe80,16,74,0000129_02411_d_0000138.jpg
visdrone,V_active_budget_m3_safe80,17,80,0000153_01801_d_0000001.jpg
visdrone,V_active_budget_m3_safe80,18,82,0000154_00401_d_0000001.jpg
visdrone,V_active_budget_m3_safe80,19,89,0000155_00801_d_0000001.jpg
visdrone,V_active_budget_m3_safe80,20,96,0000162_01058_d_0000001.jpg
visdrone,V_active_budget_m3_safe80,21,98,0000163_00359_d_0000001.jpg
visdrone,V_active_budget_m3_safe80,22,99,0000165_04325_d_0000105.jpg
visdrone,V_active_budget_m3_safe80,23,100,0000166_00558_d_0000118.jpg
visdrone,V_active_budget_m3_safe80,24,108,0000193_02606_d_0000117.jpg
visdrone,V_active_budget_m3_safe80,25,116,0000194_01192_d_0000125.jpg
visdrone,V_active_budget_m3_safe80,26,117,0000196_04512_d_0000144.jpg
visdrone,V_active_budget_m3_safe80,27,118,0000199_01269_d_0000166.jpg
visdrone,V_active_budget_m3_safe80,28,119,0000213_02500_d_0000240.jpg
visdrone,V_active_budget_m3_safe80,29,127,0000215_00000_d_0000256.jpg
visdrone,V_active_budget_m3_safe80,30,136,0000216_00520_d_0000001.jpg
visdrone,V_active_budget_m3_safe80,31,137,0000220_01242_d_0000004.jpg
visdrone,V_active_budget_m3_safe80,32,138,0000223_01802_d_0000005.jpg
visdrone,V_active_budget_m3_safe80,33,139,0000237_00001_d_0000001.jpg
visdrone,V_active_budget_m3_safe80,34,147,0000242_01912_d_0000008.jpg
visdrone,V_active_budget_m3_safe80,35,154,0000242_05059_d_0000015.jpg
visdrone,V_active_budget_m3_safe80,36,160,0000244_01000_d_0000003.jpg
visdrone,V_active_budget_m3_safe80,37,170,0000244_05900_d_0000013.jpg
visdrone,V_active_budget_m3_safe80,38,171,0000244_06388_d_0000014.jpg
visdrone,V_active_budget_m3_safe80,39,177,0000249_01635_d_0000006.jpg
visdrone,V_active_budget_m3_safe80,40,183,0000253_00001_d_0000001.jpg
visdrone,V_active_budget_m3_safe80,41,184,0000256_00715_d_0000019.jpg
visdrone,V_active_budget_m3_safe80,42,186,0000263_02401_d_0000179.jpg
visdrone,V_active_budget_m3_safe80,43,187,0000269_00001_d_0000348.jpg
visdrone,V_active_budget_m3_safe80,44,215,0000271_07201_d_0000408.jpg
visdrone,V_active_budget_m3_safe80,45,217,0000273_05601_d_0000466.jpg
visdrone,V_active_budget_m3_safe80,46,224,0000276_01801_d_0000516.jpg
visdrone,V_active_budget_m3_safe80,47,228,0000276_02601_d_0000520.jpg
visdrone,V_active_budget_m3_safe80,48,245,0000277_00001_d_0000539.jpg
visdrone,V_active_budget_m3_safe80,49,272,0000280_01801_d_0000621.jpg
visdrone,V_active_budget_m3_safe80,50,283,0000283_00801_d_0000678.jpg
visdrone,V_active_budget_m3_safe80,51,288,0000287_00601_d_0000762.jpg
visdrone,V_active_budget_m3_safe80,52,337,0000289_06801_d_0000845.jpg
visdrone,V_active_budget_m3_safe80,53,340,0000290_04001_d_0000867.jpg
visdrone,V_active_budget_m3_safe80,54,341,0000291_00001_d_0000868.jpg
visdrone,V_active_budget_m3_safe80,55,362,0000293_03601_d_0000940.jpg
visdrone,V_active_budget_m3_safe80,56,367,0000295_01000_d_0000026.jpg
visdrone,V_active_budget_m3_safe80,57,377,0000296_01001_d_0000040.jpg
